x1,x2,label
2.304717079754431,1.9600158937595045,0
2.7504511958064572,3.940564716391214,0
0.048964811346163595,1.697820493137682,0
2.1278404031672853,2.683757407656418,0
1.9831988424957112,2.14695607242642,0
2.8793979748628287,3.777791935428948,0
2.066030697561216,4.127241206968033,0
2.4675093422520455,2.1407075371167616,0
2.368750784082499,2.041117399171001,0
2.8784503013072724,2.950074089013747,0
1.8151376364547394,2.3190704555960586,0
3.2225413386740303,2.8454705179311977,0
1.5716721778368927,2.6478664495117705,0
2.532309185553349,3.365444064364078,0
2.412732611595988,3.4308210030078827,0
4.141647600870462,2.5935849836153846,0
1.4877572709284625,2.1862272717521223,0
2.6159794225754958,4.128972292720892,0
1.8860525423451249,2.159843523037472,0
1.1755187843087604,3.650592787824701,0
2.7432541712034424,3.543154268305195,0
1.3344902927113056,3.2321613230667197,0
2.116685809140728,3.218688596729013,0
2.8714287779481897,3.223595548774682,0
2.678913563071895,3.0675790694888914,0
2.289119398689984,3.6312882258385404,0
0.5428441801443336,2.6803287836426986,0
1.5296273457072045,2.361122151756658,0
1.7248577487733163,4.494941311234395,0
1.1341688843067568,3.968278354591481,0
0.31713022838419525,2.6651149700142254,0
2.1627530651050058,3.586222331359278,0
2.711226579792855,3.793347235199925,0
1.6512749277515624,2.5376482073354327,0
2.857975881257154,2.808695675118385,0
0.7243136766620781,1.8667127859965194,0
1.0805477139983886,3.497160744053764,0
2.142425736070565,3.6904853540677682,0
1.5727473536634657,3.1585396910767143,0
2.625590393967337,2.6906534602797616,0
2.4567752375574115,2.3380740589333486,0
1.6369461534349283,2.618262106001671,0
0.8041603544109603,3.4869724807855818,0
1.5305976597972761,3.0124941187276875,0
2.480746658905909,3.446531176029944,0
2.665385108972786,2.9015145154905766,0
1.5767016879558462,2.920281789093601,0
0.31266556604197016,1.5528875275769127,0
0.6773003876455976,2.0027531723985184,0
2.3997742267234368,2.0945209446399393,0
1.6218374459606104,4.299228297786065,0
1.643736028938574,3.7375155684670864,0
1.066382319990123,2.79456244213237,0
1.0499779450894189,2.6609669240994376,0
2.8403081374573955,1.2726795768076513,0
2.4344236435458573,3.237735602332278,0
1.4058500443032056,1.5539421456115454,0
2.0721295077138695,2.4705072909361974,0
2.232676211354704,3.021852145523443,0
3.601778891320915,2.7606443725269756,0
0.976502507378135,3.179275634956316,0
2.219996683971765,4.359187575240437,0
2.8351112459145784,3.3568710591495092,0
3.463302891219562,1.811236945677149,0
1.3602484672502522,2.073424058594475,0
1.610190196844232,1.6233138524436912,0
2.635150946814404,2.7777773029012267,0
0.5291937054973421,1.9844209187924584,0
2.3135138474501953,3.8381265678943812,0
3.9967308916917865,5.91386246600733,0
2.4144094332759964,2.010461879968136,0
-0.1320462807313092,3.267711462343836,0
1.187058904689674,2.584642739820315,0
1.387903200940192,2.859209113583615,0
3.065980230787644,3.1570485674453446,0
1.8413651629613117,1.9643462471741884,0
0.32531705529564303,2.513692090926669,0
1.9462174491816795,4.7679299135798825,0
2.1302745214728858,3.9827395110230577,0
1.500704401460848,1.8150562335829754,0
1.034883237767628,2.2747739354642467,0
4.128469732435164,2.178613320775614,0
2.838489203736345,2.0970728219129735,0
2.931573012874244,3.384950966105863,0
1.8433621023419096,2.959237473864566,0
1.3452123045706097,3.4460722014820804,0
1.54501651965922,1.7743942362327518,0
0.7220624256803807,3.1725879177221197,0
3.579091256410435,3.159991613573438,0
1.8813616738901175,3.285826139602543,0
3.306001741706825,3.219382501363856,0
1.589072769166263,4.106288710059889,0
2.4287564384616136,4.535755991995992,0
2.1832344372219064,1.7755309682794997,0
0.631840800754335,4.65092793223125,0
3.723665720783297,2.8204807867173995,0
1.6168126788640123,4.461444292242202,0
0.892954317956512,2.1052729810441737,0
2.6433267946890444,2.6053948771404105,0
1.9948781332799288,2.8365571014754876,0
2.3375745487989334,4.407481861313717,0
2.0905849069017455,3.643938793276858,0
-0.05017210103102254,2.951281598069882,0
1.1567697297071289,1.781186939576372,0
1.1218476330712492,2.6658765592991878,0
2.915902542356013,1.673607282260436,0
2.0306314925944173,2.5158305666664216,0
1.6723269056380392,4.002757825304604,0
2.538115437003926,4.337398107442744,0
1.8454943207500996,2.304057388329297,0
1.7761411831195004,3.2424967912712215,0
2.176573358453711,1.9156119277666335,0
2.0904897816278742,3.228228330138905,0
4.517474037533921,4.87684461128167,0
1.1467566494411798,2.712616638450824,0
0.5365579981629969,2.4092929860365135,0
2.3156050035903406,4.205853620888234,0
1.2709161622563916,2.3458535599322037,0
-0.14728902973865488,2.8373340794550925,0
0.9375855881404369,2.4705605726339264,0
1.1231392218324117,2.905737445747443,0
0.24227160864336872,1.5329547546090094,0
4.129247112028298,1.712577418725969,0
0.9032144215453604,4.836913528321314,0
4.905067169240407,1.8284333711746583,0
1.6317510432119695,3.3415555509405097,0
3.7286976444055924,2.0131429215717627,0
1.7547221540578903,3.7773375760617443,0
2.4347660744666184,2.623843928769901,0
1.8661770354839589,1.6251041916300182,0
1.7618262560253348,2.733612509991045,0
2.232169889626256,2.444672781180984,0
2.471538522545139,4.012715817819829,0
2.155429327668466,3.3517564083992033,0
2.053155347577867,3.0000843930914143,0
1.2784419664571525,3.316494261673308,0
1.9027134015865106,5.093168308930595,0
3.5733549024752422,3.385846552556501,0
1.2369427903052324,1.887588528016582,0
3.191142953088865,3.2627492251471386,0
2.4801434033916108,1.2554140130258074,0
2.927438481558181,3.454420338214363,0
0.889569315585522,2.528475192550051,0
2.2637172043565195,3.0524667983562437,0
1.707828814196445,2.896511731934039,0
1.7480226217931145,3.1525625121024685,0
3.471491972993157,0.4333415590687024,0
1.7631497354903158,3.176512421372447,0
2.2959939896870996,2.62808541867871,0
0.24327821752141743,3.3279954837141097,0
3.727350214164185,1.4661385950838624,0
2.863828013698188,2.671474776877106,0
1.9386756541711527,1.947101489296051,0
1.6655438276441235,4.300044594698958,0
2.582655241987707,4.732311605409944,0
3.1774118889776934,3.439086678929576,0
3.7439345261677923,3.438993158738299,0
2.827988176797059,2.7034290464652915,0
2.0665458158592047,2.302576176699723,0
2.989583934594853,1.8216963768851344,0
2.7823503424176614,2.8093489424948404,0
3.1712470934673194,3.75086898873126,0
3.8206461576468014,3.730774691138645,0
0.4279597443467593,2.933046827101799,0
0.8279928074051841,2.4817201576337253,0
3.5112284332767216,3.637533810897696,0
1.3010695714212537,1.986282633559601,0
2.032782092876261,1.7834398506188722,0
1.328859722603419,3.312009471551244,0
3.155312036106696,3.60876147222444,0
-0.2912895085981,3.3043667290302596,0
2.072033573232578,3.413890285372693,0
3.616209681651207,0.9367617231952572,0
1.4088965748088944,3.5909063227933546,0
0.4184056005460577,4.475949048053509,0
2.3683566127006586,3.846583985843404,0
1.4290563384782056,3.8137636899662106,0
3.0684715559890385,3.2328780201371683,0
2.234400892698696,3.270343239281726,0
1.1366547352606182,2.852471319759647,0
1.847477467547641,3.3833938643534953,0
2.9998242469102947,1.9414639180215907,0
1.8749909696804223,4.481455547658973,0
1.2564117711874359,2.17774998270968,0
2.2023061918311937,3.84438519048532,0
2.0114260555606593,4.328960590436989,0
2.856793982566527,3.8418200668900617,0
2.5541165013240934,5.327653100346085,0
1.7948383111339559,0.9964777079334861,0
3.6042543615171407,2.5423005690431744,0
2.1078804443430332,4.309550684860527,0
0.3977404589410747,1.7483527858938606,0
0.3987220628811463,2.205863709974576,0
2.4396366060169936,3.524187842812771,0
2.2762741793285537,1.5872341161076335,0
-0.31010343663264406,3.0543535853903823,0
1.5282239663616641,3.4593857717166117,0
2.70195362622127,3.138241432058682,0
2.7601330853758537,3.2292113741150685,0
2.5300647056014665,2.2953267371301176,0
1.8203885861685414,3.1967760966569574,0
2.8205284754174187,2.6062588277754277,0
